sample_id,plot_id,site,treatment,collection_date,ph,moisture_pct,nitrogen_mgkg,phosphorus_mgkg,potassium_mgkg,temp_c,rainfall_mm,insect_count,is_irrigated,qc_status,sensor_status,microbial_index,yield_g,notes
S0995,P36,central,organic,2024-10-03,6.04,20.42,50.01,16.22,99.1,28.6,15.95,3,true,fail,maintenance,1.291,329.76,recheck moisture
S0996,P37,west,npk,2024-10-12,6.19,23.65,49.0,27.9,120.81,29.14,0.0,18,true,pass,ok,1.129,371.75,baseline
S0997,P38,east,organic,2024-05-13,6.74,29.02,46.79,15.67,93.37,22.83,9.03,10,true,pass,ok,2.018,307.42,late sampling
S0998,P39,west,organic,2024-08-04,6.67,23.41,35.74,10.37,104.52,29.95,3.62,18,true,pass,ok,1.873,328.42,sensor drift
S0999,P40,west,drought,2024-01-02,5.53,4.0,20.36,11.41,59.32,6.93,21.03,14,false,pass,ok,0.859,193.88,baseline
S1000,P01,west,npk,2024-08-04,6.22,12.78,42.34,24.27,85.22,16.75,8.89,13,false,fail,ok,1.039,319.98,baseline
S1001,P02,west,drought,2024-02-22,5.7,7.85,26.37,11.1,82.7,26.89,3.26,19,true,pass,ok,1.377,216.07,baseline
S1002,P03,north,lime,2024-08-10,6.12,12.59,23.06,7.41,94.96,16.31,7.97,13,true,pass,ok,0.959,202.84,recheck moisture
S1003,P04,central,drought,2024-03-21,6.39,15.24,20.83,9.89,99.3,15.45,9.08,9,false,pass,ok,1.111,177.18,baseline
S1004,P05,north,organic,2024-07-25,6.1,33.42,45.2,15.37,92.11,7.63,12.86,17,true,pass,ok,1.904,345.4,sensor drift
S1005,P06,central,npk,2024-10-05,6.52,10.1,40.24,16.27,99.24,22.98,5.41,2,true,pass,ok,1.138,319.62,sensor drift
S1006,P07,central,lime,2024-09-13,5.95,12.51,18.84,6.17,67.82,27.9,9.53,2,true,pass,ok,0.938,233.32,baseline
S1007,P08,west,drought,2024-11-04,6.07,9.78,32.94,8.65,85.57,11.19,7.57,14,true,pass,ok,1.301,217.83,recheck moisture
S1008,P09,south,lime,2024-12-08,6.61,16.58,35.06,14.14,96.22,25.37,18.18,18,true,warn,ok,1.332,256.22,recheck moisture
S1009,P10,west,control,2024-09-20,6.15,25.15,16.25,13.24,91.41,26.18,3.32,2,false,pass,ok,1.516,216.58,late sampling
S1010,P11,north,npk,2024-07-08,6.42,18.03,34.58,15.13,88.87,24.72,4.8,13,true,fail,maintenance,1.163,293.67,
S1011,P12,central,organic,2024-12-04,6.21,27.51,18.68,25.02,87.39,27.46,6.91,16,false,pass,ok,1.315,307.65,recheck moisture
S1012,P13,central,drought,2024-09-16,5.85,16.1,20.9,10.84,81.55,18.96,3.4,15,false,pass,ok,1.321,219.73,sensor drift
S1013,P14,central,drought,2024-02-16,6.32,5.83,8.76,5.3,78.55,25.61,7.54,16,false,pass,ok,0.793,169.62,late sampling
S1014,P15,west,control,2024-05-16,5.65,13.65,35.01,9.62,111.78,24.96,3.02,15,true,warn,ok,1.29,266.78,
S1015,P16,central,lime,2024-04-24,6.3,16.46,27.65,14.79,70.03,26.62,3.33,2,true,pass,ok,1.548,235.81,sensor drift
S1016,P17,central,drought,2024-07-15,6.06,9.05,6.59,7.16,86.08,18.28,11.76,19,true,pass,ok,1.512,200.87,late sampling
S1017,P18,south,drought,2024-05-20,6.05,14.76,31.69,3.69,65.78,11.33,0.77,9,true,pass,ok,1.326,221.52,edge plot
S1018,P19,south,lime,2024-08-15,6.62,18.86,25.7,10.86,73.25,7.77,10.94,11,false,fail,ok,0.809,204.87,
S1019,P20,south,npk,2024-07-27,5.73,19.64,57.42,24.88,99.87,29.54,12.43,13,false,pass,ok,1.225,347.42,recheck moisture
S1020,P21,east,organic,2024-06-03,6.19,23.52,44.04,10.77,106.27,26.95,6.43,5,false,pass,ok,1.097,324.52,
S1021,P22,north,lime,2024-03-05,6.74,13.13,19.16,8.88,78.48,18.99,8.38,11,true,pass,ok,1.164,249.75,edge plot
S1022,P23,central,control,2024-04-25,6.61,10.75,12.51,3.21,48.82,19.1,2.45,5,false,pass,maintenance,0.925,232.08,edge plot
S1023,P24,east,lime,2024-07-14,6.58,14.61,10.12,7.51,101.21,29.49,8.63,9,true,pass,ok,1.404,251.96,edge plot
S1024,P25,east,npk,2024-12-22,6.71,19.04,43.45,25.43,123.35,16.14,7.41,6,false,pass,ok,0.994,341.65,recheck moisture
S1025,P26,west,npk,2024-02-21,6.22,17.73,52.71,26.33,117.13,7.18,0.77,5,true,pass,ok,1.063,335.24,sensor drift
S1026,P27,west,drought,2024-12-15,6.44,12.64,12.18,6.0,73.29,17.94,18.07,16,true,pass,ok,1.102,197.34,sensor drift
S1027,P28,west,drought,2024-06-23,6.05,15.84,26.6,16.54,71.04,29.15,10.53,20,false,pass,ok,1.239,192.13,edge plot
S1028,P29,west,npk,2024-11-20,5.82,11.9,51.07,25.79,116.04,14.02,4.64,8,true,pass,ok,1.286,337.7,recheck moisture
S1029,P30,south,organic,2024-04-02,6.76,25.42,24.93,20.52,76.21,17.37,0.0,19,false,pass,ok,1.674,321.01,baseline
S1030,P31,north,organic,2024-09-14,6.58,23.94,47.28,7.89,51.2,6.15,14.14,6,true,pass,error,1.21,326.76,late sampling
S1031,P32,south,npk,2024-02-10,5.81,9.14,34.22,15.41,120.87,6.33,10.09,3,false,pass,ok,1.435,327.59,baseline
S1032,P33,south,control,2024-03-25,5.66,14.81,23.96,10.28,59.49,11.47,3.47,20,true,pass,ok,0.564,224.01,
S1033,P34,south,organic,2024-05-15,6.74,25.07,36.73,13.09,70.56,11.58,5.94,17,false,fail,ok,2.09,320.04,sensor drift
S1034,P35,east,organic,2024-05-26,6.38,22.67,36.81,18.7,130.02,8.67,11.26,10,false,pass,ok,1.193,287.93,edge plot
S1035,P36,central,control,2024-08-18,6.13,19.13,11.55,10.15,94.99,21.4,7.66,2,true,warn,ok,1.089,238.14,baseline
S1036,P37,west,organic,2024-01-07,6.39,32.09,38.77,12.9,83.93,11.93,13.18,13,false,pass,ok,1.548,314.51,
S1037,P38,central,lime,2024-03-15,6.22,21.17,20.56,10.44,95.25,6.86,16.18,6,false,pass,ok,1.388,232.97,late sampling
S1038,P39,east,lime,2024-02-04,6.91,16.44,29.06,9.77,120.13,28.93,7.54,20,false,pass,ok,1.14,255.36,late sampling
S1039,P40,central,npk,2024-08-18,6.45,17.25,44.54,19.38,82.17,25.21,5.84,6,false,pass,ok,0.832,328.02,late sampling
S1040,P01,west,lime,2024-10-17,6.6,23.5,24.27,11.37,43.09,24.34,3.83,8,false,pass,ok,1.261,249.06,edge plot
S1041,P02,south,organic,2024-07-11,5.88,27.31,18.21,20.97,93.1,29.12,7.09,7,true,pass,ok,1.54,309.1,late sampling
S1042,P03,south,npk,2024-10-17,6.55,19.28,48.18,18.93,91.94,6.72,11.07,9,false,pass,ok,1.581,306.82,
S1043,P04,central,lime,2024-04-18,6.1,24.0,35.16,12.88,81.22,27.34,17.16,13,true,pass,ok,1.451,260.94,
S1044,P05,central,lime,2024-12-12,6.48,17.49,25.79,12.9,87.56,14.94,9.44,5,false,pass,ok,1.526,236.27,
S1045,P06,north,lime,2024-09-18,6.81,18.82,18.73,11.41,49.96,19.21,11.37,17,true,fail,ok,1.149,232.8,baseline
S1046,P07,south,control,2024-08-22,6.6,15.65,27.87,4.96,104.12,28.64,15.64,8,true,pass,ok,1.1,229.32,
S1047,P08,west,drought,2024-05-17,5.51,17.47,25.95,12.91,72.37,8.08,17.7,20,false,pass,ok,1.311,186.76,baseline
S1048,P09,west,lime,2024-10-29,6.22,17.03,23.41,7.13,68.6,19.48,10.13,19,true,pass,ok,1.151,220.49,edge plot
S1049,P10,south,drought,2024-11-06,5.95,14.27,25.57,5.35,89.31,27.54,1.79,8,false,pass,ok,1.021,190.21,sensor drift
S1050,P11,central,drought,2024-04-02,5.84,14.25,16.37,10.69,77.64,20.27,18.07,25,true,warn,ok,0.894,215.76,
S1051,P12,central,lime,2024-10-13,6.9,18.3,26.27,15.03,76.82,6.14,20.01,6,true,pass,ok,0.981,253.67,sensor drift
S1052,P13,north,drought,2024-09-06,5.95,9.17,13.52,12.17,91.52,20.45,8.57,8,false,pass,ok,1.135,199.64,late sampling
S1053,P14,west,npk,2024-08-11,5.92,21.19,54.28,17.25,113.04,7.79,16.88,16,false,warn,ok,0.828,378.96,baseline
S1054,P15,central,organic,2024-12-14,5.95,15.49,34.32,13.08,123.41,9.03,9.86,8,false,pass,ok,1.488,287.6,
S1055,P16,north,control,2024-11-19,6.08,26.59,17.26,1.72,103.66,17.02,8.78,16,false,pass,ok,1.367,271.73,sensor drift
S1056,P17,east,control,2024-01-30,5.71,7.24,22.56,11.04,69.56,22.53,7.09,6,true,pass,ok,1.72,208.13,sensor drift
S1057,P18,north,drought,2024-02-03,5.47,7.56,33.27,6.87,38.44,8.2,0.0,2,false,pass,ok,1.556,221.18,baseline
S1058,P19,east,npk,2024-08-06,5.7,23.42,35.97,23.04,142.84,25.05,15.36,15,true,pass,ok,1.004,334.15,baseline
S1059,P20,north,drought,2024-05-11,6.49,14.16,14.79,13.75,63.61,13.49,5.77,0,true,pass,ok,0.944,183.64,late sampling
S1060,P21,central,npk,2024-07-30,6.01,14.99,41.36,20.05,111.55,26.07,15.14,17,false,warn,maintenance,1.264,334.72,late sampling
S1061,P22,north,npk,2024-02-06,5.64,16.71,49.02,22.91,83.73,15.68,7.1,9,false,pass,ok,1.26,317.25,sensor drift
S1062,P23,central,npk,2024-06-21,6.65,21.21,53.0,19.35,118.03,19.1,14.17,14,true,pass,error,1.726,346.53,late sampling
S1063,P24,central,npk,2024-10-07,5.96,21.58,57.87,13.64,144.17,27.79,12.95,10,false,pass,ok,1.635,365.71,sensor drift
S1064,P25,north,drought,2024-07-03,5.94,10.06,27.81,12.29,77.42,19.55,7.89,10,true,warn,ok,1.167,201.78,
S1065,P26,east,control,2024-12-07,6.79,20.63,28.48,22.92,61.54,17.1,2.06,11,false,pass,ok,1.333,230.6,edge plot
S1066,P27,west,control,2024-12-17,6.44,18.49,26.53,9.21,63.04,11.61,13.73,0,false,pass,ok,1.304,250.45,recheck moisture
S1067,P28,south,drought,2024-06-09,6.34,14.43,20.58,10.57,79.38,26.64,8.56,0,true,pass,ok,1.576,163.23,sensor drift
S1068,P29,central,organic,2024-08-13,6.36,23.15,31.63,13.97,139.03,17.82,8.88,0,false,pass,ok,1.856,289.04,late sampling
S1069,P30,east,control,2024-04-28,6.4,18.68,22.79,13.28,78.38,22.26,9.08,18,false,pass,ok,1.348,255.36,recheck moisture
S1070,P31,north,npk,2024-08-07,5.65,8.79,31.18,21.67,116.8,13.2,5.99,9,true,pass,ok,1.085,287.02,late sampling
S1071,P32,east,organic,2024-05-04,6.69,22.39,26.28,19.8,100.05,6.8,2.21,17,false,pass,ok,0.961,273.46,late sampling
S1072,P33,north,control,2024-10-06,6.06,14.74,27.33,11.5,42.35,29.91,0.0,11,true,warn,ok,1.368,277.6,sensor drift
S1073,P34,central,organic,2024-04-25,5.62,20.11,38.53,16.43,60.2,14.02,11.55,12,true,pass,ok,1.716,303.71,recheck moisture
S1074,P35,west,npk,2024-05-26,5.73,15.21,43.82,24.38,114.34,28.73,7.0,7,false,pass,ok,1.57,336.21,baseline
S1075,P36,central,control,2024-11-25,6.67,12.04,30.68,9.74,81.5,24.34,0.0,7,true,pass,ok,1.288,240.19,edge plot
S1076,P37,west,npk,2024-03-10,6.34,27.57,45.7,16.49,152.22,27.89,1.81,26,false,pass,ok,1.057,369.43,recheck moisture
S1077,P38,north,npk,2024-10-30,6.48,18.51,38.15,19.71,117.98,26.24,0.0,19,true,pass,ok,0.975,326.16,recheck moisture
S1078,P39,north,organic,2024-08-24,6.78,29.34,25.14,22.13,122.95,8.75,11.64,0,true,pass,ok,1.645,328.93,recheck moisture
S1079,P40,north,lime,2024-12-04,6.11,12.06,39.05,11.08,58.67,27.84,6.45,0,false,pass,ok,1.028,256.13,sensor drift
S1080,P01,east,lime,2024-10-08,6.0,14.69,21.34,9.99,52.44,17.29,7.24,8,false,pass,ok,1.428,235.54,recheck moisture
S1081,P02,west,lime,2024-12-24,6.62,19.2,34.84,3.22,110.35,18.2,0.0,3,false,pass,maintenance,1.169,268.87,baseline
S1082,P03,central,npk,2024-03-27,6.47,17.78,45.06,23.22,121.21,13.07,17.55,25,false,pass,maintenance,1.3,332.91,sensor drift
S1083,P04,west,organic,2024-12-01,5.85,29.07,42.8,14.1,93.65,16.12,13.43,9,false,pass,ok,1.746,345.3,baseline
S1084,P05,south,control,2024-11-20,5.85,28.05,30.89,9.06,68.07,9.15,6.55,2,false,pass,ok,1.216,302.35,baseline
S1085,P06,south,lime,2024-02-17,6.4,21.48,19.64,9.76,80.83,29.62,16.9,16,false,warn,ok,0.956,250.71,late sampling
S1086,P07,north,lime,2024-10-02,6.17,18.77,12.94,2.92,35.12,8.15,3.49,0,false,pass,ok,1.248,228.01,recheck moisture
S1087,P08,central,lime,2024-04-21,6.04,18.77,18.89,13.6,55.2,25.71,13.42,15,true,pass,ok,1.237,248.88,edge plot
S1088,P09,north,lime,2024-01-29,6.34,13.96,22.3,14.16,50.98,27.78,0.0,15,false,pass,ok,1.295,233.13,late sampling
S1089,P10,west,organic,2024-07-04,5.67,17.18,26.21,16.7,80.11,6.87,13.84,10,true,pass,ok,1.434,259.8,sensor drift
S1090,P11,north,organic,2024-11-27,6.33,25.45,37.5,18.25,80.41,16.41,9.3,9,false,pass,ok,1.216,278.46,
S1091,P12,east,lime,2024-12-22,6.28,17.04,21.72,5.22,78.01,27.27,17.48,15,false,pass,ok,1.485,255.61,edge plot
S1092,P13,south,npk,2024-06-08,6.69,16.41,33.63,18.47,102.41,11.29,0.0,6,false,pass,maintenance,1.145,331.23,recheck moisture
S1093,P14,east,control,2024-07-05,6.24,18.55,31.14,12.17,111.61,25.41,8.14,15,false,pass,ok,0.999,266.72,
S1094,P15,east,organic,2024-08-27,6.53,18.68,40.78,13.87,76.13,25.11,0.29,19,false,fail,ok,2.021,291.61,sensor drift
S1095,P16,south,organic,2024-05-02,6.12,11.28,23.33,15.48,112.65,23.48,8.99,4,false,pass,ok,1.609,275.99,sensor drift
S1096,P17,east,control,2024-10-01,6.44,22.04,25.36,12.94,58.8,28.56,0.0,11,true,pass,ok,1.255,238.29,edge plot
S1097,P18,west,organic,2024-08-16,5.82,26.02,28.29,5.23,109.67,9.28,1.56,21,false,pass,ok,1.687,295.42,
S1098,P19,east,lime,2024-10-25,6.13,18.7,20.48,8.28,84.54,24.64,11.14,8,false,pass,ok,1.049,225.66,baseline
S1099,P20,north,control,2024-09-30,6.37,17.37,15.71,6.32,76.75,10.01,10.22,10,false,pass,ok,0.995,227.74,recheck moisture
S1100,P21,east,organic,2024-03-31,6.12,30.68,25.03,15.53,129.64,21.61,7.18,9,true,pass,ok,1.225,278.71,baseline
S1101,P22,central,drought,2024-06-23,6.45,12.37,19.87,5.87,86.73,19.86,3.7,16,true,pass,ok,1.505,176.33,baseline
S1102,P23,east,npk,2024-08-12,6.72,27.52,52.06,18.1,129.27,21.8,9.3,12,true,warn,ok,1.349,368.57,sensor drift
S1103,P24,west,npk,2024-03-02,6.11,15.44,41.51,15.66,95.76,24.46,9.22,19,false,pass,ok,1.234,325.04,baseline
S1104,P25,south,drought,2024-11-14,5.82,9.62,15.65,3.26,104.83,6.64,3.18,3,false,pass,ok,1.368,191.75,late sampling
S1105,P26,east,npk,2024-04-30,5.78,22.04,54.98,23.13,98.14,20.78,14.4,5,true,pass,ok,1.031,320.13,recheck moisture
S1106,P27,east,npk,2024-03-07,5.87,13.2,49.22,26.43,106.45,8.2,23.63,18,true,pass,ok,1.23,318.79,late sampling
S1107,P28,south,npk,2024-07-14,5.65,20.31,45.37,19.02,120.2,26.29,11.4,2,false,pass,ok,1.58,328.4,edge plot
S1108,P29,west,organic,2024-09-30,6.63,24.94,24.03,12.99,121.91,9.14,11.97,32,true,pass,ok,2.036,281.6,late sampling
S1109,P30,north,control,2024-11-07,5.95,22.15,24.87,17.89,77.85,19.59,6.19,0,false,warn,ok,1.446,249.94,edge plot
S1110,P31,south,lime,2024-06-21,6.15,12.62,10.73,10.42,118.34,24.97,0.0,13,true,pass,ok,1.149,244.8,edge plot
S1111,P32,east,control,2024-04-30,5.61,16.42,19.96,6.82,74.45,8.93,4.85,10,false,pass,ok,1.368,261.06,late sampling
S1112,P33,east,drought,2024-04-27,6.09,9.77,13.51,7.38,90.25,12.64,2.38,13,true,pass,ok,1.135,171.71,baseline
S1113,P34,west,organic,2024-02-06,5.69,24.69,21.1,14.47,107.56,19.67,4.24,2,true,fail,ok,1.221,295.39,recheck moisture
S1114,P35,north,drought,2024-01-01,6.37,13.72,25.55,15.86,76.06,7.71,12.71,5,true,pass,ok,1.35,205.84,recheck moisture
S1115,P36,west,lime,2024-07-25,6.46,13.48,21.43,19.7,90.14,17.39,13.65,15,false,pass,ok,1.359,233.19,edge plot
S1116,P37,west,control,2024-08-23,6.75,14.1,5.59,5.57,75.57,19.07,1.1,24,false,warn,ok,1.513,196.84,sensor drift
S1117,P38,south,control,2024-11-04,5.71,18.5,17.91,13.75,121.33,22.13,9.9,0,true,pass,ok,1.269,243.08,baseline
S1118,P39,east,drought,2024-07-12,5.73,9.68,36.19,11.0,65.99,6.17,11.14,13,false,pass,ok,0.793,199.62,edge plot
S1119,P40,west,organic,2024-10-20,6.14,20.32,35.12,19.89,88.2,10.83,12.89,6,false,pass,ok,1.685,302.69,sensor drift
S1120,P01,south,drought,2024-04-11,5.45,10.16,3.32,4.92,70.1,29.11,5.3,13,false,pass,ok,1.141,150.89,recheck moisture
S1121,P02,north,organic,2024-10-30,6.16,28.31,33.38,19.78,109.09,17.1,5.11,4,true,pass,ok,1.424,333.95,late sampling
S1122,P03,central,organic,2024-11-09,6.07,28.11,29.13,12.91,101.05,13.93,7.05,29,false,pass,ok,1.495,313.38,sensor drift
S1123,P04,central,control,2024-07-21,6.28,15.32,21.37,4.08,58.69,28.67,7.58,22,true,pass,ok,1.161,239.29,
S1124,P05,central,npk,2024-03-15,5.87,13.58,39.78,26.44,130.81,23.37,9.54,22,false,pass,ok,0.694,294.33,baseline
S1125,P06,south,npk,2024-02-23,6.76,25.6,44.81,20.66,112.15,10.16,14.5,1,true,pass,ok,1.081,355.92,
S1126,P07,west,organic,2024-06-21,6.17,16.35,24.89,18.11,104.57,7.03,6.88,20,true,warn,ok,1.252,264.33,baseline
S1127,P08,south,organic,2024-02-24,5.76,29.5,41.6,8.32,103.53,26.74,0.07,10,true,pass,ok,1.844,287.11,late sampling
S1128,P09,west,control,2024-10-20,6.33,21.29,22.87,7.85,91.64,12.22,5.23,19,true,pass,ok,0.842,277.47,sensor drift
S1129,P10,south,npk,2024-07-27,5.79,16.84,41.2,23.65,100.77,16.98,10.5,19,false,pass,ok,0.887,330.21,late sampling
S1130,P11,west,lime,2024-01-15,5.94,21.47,3.0,6.33,56.95,27.53,3.58,9,false,warn,ok,1.237,215.5,
S1131,P12,west,drought,2024-05-26,5.48,9.79,50.32,7.53,112.71,7.4,9.44,26,false,warn,ok,1.336,205.42,sensor drift
S1132,P13,west,drought,2024-06-22,5.62,11.07,12.06,10.16,49.65,10.78,20.83,31,false,pass,ok,1.368,190.44,baseline
S1133,P14,south,npk,2024-01-06,5.88,18.66,51.01,20.53,111.33,22.61,4.96,4,true,warn,ok,1.285,332.17,edge plot
S1134,P15,central,lime,2024-06-26,6.8,14.17,40.7,13.03,85.06,14.88,21.42,18,true,pass,ok,1.256,229.61,recheck moisture
S1135,P16,south,control,2024-04-20,5.93,24.94,18.0,14.77,86.49,17.0,18.16,7,false,pass,ok,1.474,252.13,recheck moisture
S1136,P17,south,npk,2024-05-29,5.66,14.61,51.15,24.99,97.16,25.95,3.98,3,false,warn,ok,0.848,336.71,edge plot
S1137,P18,east,organic,2024-07-30,5.73,25.39,22.45,21.91,63.75,7.2,3.23,19,true,warn,ok,1.345,269.36,sensor drift
S1138,P19,central,control,2024-04-02,5.79,11.41,16.62,4.74,66.02,15.25,8.25,5,true,pass,ok,1.472,217.04,
S1139,P20,south,drought,2024-10-20,6.32,13.56,27.37,11.16,85.56,7.13,0.0,7,true,pass,error,0.771,192.09,
S1140,P21,central,control,2024-12-08,6.7,19.74,24.53,14.89,51.65,17.63,4.28,0,false,pass,ok,0.904,236.77,sensor drift
S1141,P22,east,npk,2024-11-02,5.98,23.76,36.05,19.54,110.42,9.41,2.06,12,true,pass,ok,1.322,342.81,sensor drift
S1142,P23,south,npk,2024-02-27,6.05,15.17,49.91,24.0,87.67,21.51,10.31,7,true,pass,ok,1.268,321.12,sensor drift
S1143,P24,east,organic,2024-08-14,6.65,25.92,27.1,18.54,77.17,20.38,8.81,11,true,pass,ok,1.233,318.99,late sampling
S1144,P25,east,control,2024-11-09,6.52,14.93,37.99,7.08,84.44,22.85,10.64,19,false,pass,ok,1.186,241.48,sensor drift
S1145,P26,south,drought,2024-09-11,5.97,11.74,20.46,8.54,88.06,16.04,12.19,7,true,pass,ok,1.015,170.44,recheck moisture
S1146,P27,south,lime,2024-05-26,6.04,14.04,39.37,13.71,72.01,7.01,3.61,8,false,pass,ok,1.213,287.12,recheck moisture
S1147,P28,west,npk,2024-11-14,6.47,12.26,27.97,25.75,114.65,14.05,7.58,21,false,pass,ok,1.233,304.44,
S1148,P29,central,control,2024-01-23,5.93,9.42,21.65,9.34,69.91,25.65,18.12,19,true,pass,ok,1.055,238.12,
S1149,P30,north,organic,2024-10-02,5.78,19.7,36.28,11.95,95.06,27.45,14.3,18,true,pass,ok,0.924,335.79,recheck moisture
S1150,P31,north,control,2024-07-17,5.81,27.0,17.23,4.3,80.35,17.53,11.58,3,false,warn,ok,1.1,288.37,
S1151,P32,east,control,2024-11-01,6.12,20.59,29.87,12.33,102.39,23.16,4.91,13,true,pass,ok,1.388,264.64,late sampling
S1152,P33,east,lime,2024-04-21,6.86,23.55,33.46,18.25,64.67,19.64,15.77,0,true,warn,ok,1.316,252.88,late sampling
S1153,P34,central,lime,2024-05-22,6.59,11.56,23.05,7.34,78.97,23.65,12.19,12,true,pass,ok,1.188,204.92,baseline
S1154,P35,north,organic,2024-04-10,6.5,21.14,31.72,9.55,117.22,6.09,4.39,6,true,pass,ok,1.537,325.65,sensor drift
S1155,P36,central,npk,2024-08-01,6.61,13.07,37.18,16.95,100.23,7.43,0.56,19,true,pass,ok,1.207,323.49,late sampling
S1156,P37,south,lime,2024-11-08,6.97,13.68,10.33,12.1,111.66,15.78,7.87,2,false,warn,maintenance,1.556,203.51,edge plot
S1157,P38,south,drought,2024-08-20,5.53,7.49,27.75,10.03,79.28,7.79,12.0,19,true,warn,ok,1.415,214.34,late sampling
S1158,P39,south,organic,2024-04-05,6.15,16.83,23.73,12.51,92.17,28.51,7.2,0,true,warn,ok,1.562,281.53,
S1159,P40,east,lime,2024-03-26,5.91,22.5,19.1,14.71,95.48,12.39,9.06,0,true,pass,ok,0.913,252.45,baseline
S1160,P01,east,lime,2024-08-02,6.6,14.68,23.75,8.69,64.36,17.94,7.89,10,false,pass,ok,0.924,259.08,edge plot
S1161,P02,central,drought,2024-03-28,6.13,5.86,36.95,12.81,95.0,13.39,0.26,11,false,pass,ok,1.162,221.32,
S1162,P03,north,drought,2024-06-01,6.46,5.59,19.77,4.71,88.56,9.43,3.34,6,false,pass,ok,0.976,169.62,baseline
S1163,P04,central,control,2024-10-10,6.54,11.4,28.23,4.88,80.29,22.45,10.9,6,true,warn,ok,0.97,226.63,sensor drift
S1164,P05,north,drought,2024-08-24,5.69,13.89,16.79,8.14,71.09,23.59,0.79,9,false,pass,ok,1.404,191.11,baseline
S1165,P06,central,npk,2024-12-05,6.37,21.18,29.67,20.87,119.77,26.06,11.58,11,true,pass,ok,1.116,338.33,baseline
S1166,P07,north,lime,2024-04-01,6.22,20.13,18.48,12.24,87.77,19.35,0.59,9,false,pass,ok,1.044,273.2,late sampling
S1167,P08,south,lime,2024-10-31,6.78,17.34,40.67,15.08,79.26,15.98,8.68,10,false,pass,ok,1.209,268.2,baseline
S1168,P09,east,drought,2024-12-13,5.88,4.0,16.16,5.27,65.24,6.41,13.53,10,true,pass,ok,1.296,187.87,late sampling
S1169,P10,east,drought,2024-08-17,6.08,5.86,24.85,9.86,76.49,8.84,1.89,13,false,pass,ok,1.2,166.32,
S1170,P11,north,control,2024-04-28,5.93,14.89,43.76,9.93,104.41,28.52,4.23,15,true,pass,ok,0.747,291.47,recheck moisture
S1171,P12,east,control,2024-07-12,5.77,18.39,21.07,14.65,66.76,16.47,2.83,12,true,pass,maintenance,1.344,264.97,sensor drift
S1172,P13,south,npk,2024-11-21,6.38,15.78,58.64,21.81,125.4,27.62,6.36,18,false,pass,ok,1.059,349.74,recheck moisture
S1173,P14,central,npk,2024-06-09,5.61,23.75,26.51,20.49,138.27,11.24,13.66,24,false,pass,ok,0.911,331.11,baseline
S1174,P15,north,drought,2024-05-01,6.51,6.94,16.26,7.72,82.4,24.54,0.66,9,true,pass,ok,1.056,154.86,recheck moisture
S1175,P16,south,lime,2024-12-08,6.27,16.26,18.3,9.2,64.84,15.75,13.29,10,true,pass,ok,1.158,239.94,
S1176,P17,north,organic,2024-06-06,6.32,23.74,41.79,15.65,107.93,14.79,10.26,25,true,warn,ok,1.626,304.22,edge plot
S1177,P18,north,organic,2024-10-24,5.96,26.01,23.22,17.03,109.13,27.63,9.57,18,true,pass,ok,1.624,303.24,baseline
S1178,P19,north,npk,2024-05-02,6.59,11.95,43.56,25.88,148.47,18.31,0.0,11,false,pass,ok,1.344,337.51,recheck moisture
S1179,P20,north,organic,2024-10-11,6.12,23.35,35.63,17.81,112.76,13.34,3.91,22,false,pass,ok,1.603,286.67,baseline
S1180,P21,central,lime,2024-02-24,6.33,16.86,20.25,9.28,97.35,8.1,0.0,13,false,pass,ok,1.87,216.77,recheck moisture
S1181,P22,south,drought,2024-03-10,6.11,4.0,17.33,7.08,66.16,29.32,3.53,21,false,pass,ok,1.435,185.84,late sampling
S1182,P23,east,drought,2024-04-26,6.09,7.78,23.86,15.7,68.14,9.93,5.88,2,true,pass,ok,1.3,200.6,sensor drift
S1183,P24,central,lime,2024-06-01,6.64,25.98,19.29,6.68,66.82,14.9,14.3,27,true,pass,ok,0.985,236.19,late sampling
S1184,P25,south,lime,2024-02-26,6.91,20.38,26.41,5.06,88.62,23.55,0.0,1,false,pass,ok,1.105,275.04,
S1185,P26,central,drought,2024-02-11,5.95,17.71,19.04,1.25,72.71,12.3,6.7,15,true,warn,ok,1.21,187.93,edge plot
S1186,P27,central,control,2024-02-12,5.82,18.22,26.92,6.4,77.1,16.43,0.0,8,false,pass,error,1.252,244.15,sensor drift
S1187,P28,central,control,2024-01-12,6.49,10.56,13.02,16.24,73.92,21.13,9.41,15,true,pass,ok,0.956,210.23,edge plot
S1188,P29,central,npk,2024-04-23,6.59,13.56,53.02,18.35,85.2,18.92,17.52,13,false,pass,ok,1.146,342.15,edge plot
S1189,P30,north,control,2024-03-03,6.29,18.43,21.83,10.07,115.54,9.02,1.91,7,true,warn,ok,1.211,262.7,late sampling
S1190,P31,north,lime,2024-06-16,6.89,20.61,9.96,9.76,74.79,13.87,11.67,7,false,pass,ok,0.986,254.22,late sampling
S1191,P32,west,npk,2024-07-13,6.51,21.09,51.63,22.76,126.31,23.29,4.34,15,true,pass,ok,1.425,345.97,sensor drift
S1192,P33,west,control,2024-07-06,6.36,16.27,36.43,13.1,88.35,15.26,2.35,19,false,pass,ok,1.383,271.98,recheck moisture
S1193,P34,west,lime,2024-01-22,6.69,23.22,10.04,7.51,82.03,6.68,12.39,21,false,pass,ok,1.095,247.22,recheck moisture
